"date","county","state","vehicle_primary_use","battery_electric_vehicles_bevs_","plug_in_hybrid_electric_vehicles_phevs_","electric_vehicle_ev_total","non_electric_vehicles","total_vehicles","percent_electric_vehicles"
"2018-09-30T00:00:00.000","Franklin","WA","Passenger","45","67","112","59778","59890","0.1870095174486558690933377859"
"2019-01-31T00:00:00.000","Volusia","FL","Passenger","0","1","1","32","33","3.030303030303030303030303030"
"2019-01-31T00:00:00.000","Williamson","TX","Passenger","1","0","1","125","126","0.7936507936507936507936507937"
"2018-12-31T00:00:00.000","Garfield","WA","Passenger","1","1","2","1359","1361","0.1469507714915503306392358560"
"2018-12-31T00:00:00.000","Glacier","MT","Passenger","0","1","1","3","4","25.00"
"2019-02-28T00:00:00.000","Adams","WA","Truck","0","0","0","5355","5355","0"
"2018-09-30T00:00:00.000","Gwinnett","GA","Passenger","0","1","1","85","86","1.162790697674418604651162791"
"2018-12-31T00:00:00.000","Guilford","NC","Passenger","1","0","1","24","25","4.00"
"2018-05-31T00:00:00.000","Brevard","FL","Passenger","0","1","1","89","90","1.111111111111111111111111111"
"2018-04-30T00:00:00.000","San Juan","WA","Passenger","145","56","201","14331","14532","1.383154417836498761354252684"
"2018-09-30T00:00:00.000","Mason","WA","Passenger","116","101","217","47202","47419","0.4576224720048925536177481600"
"2019-02-28T00:00:00.000","Allegheny","PA","Passenger","1","0","1","76","77","1.298701298701298701298701299"
"2018-09-30T00:00:00.000","Mason","WA","Truck","0","0","0","20771","20771","0"
"2018-04-30T00:00:00.000","San Mateo","CA","Passenger","1","1","2","135","137","1.459854014598540145985401460"
"2019-02-28T00:00:00.000","Arlington","VA","Passenger","1","2","3","154","157","1.910828025477707006369426752"
"2018-09-30T00:00:00.000","Honolulu","HI","Passenger","2","1","3","502","505","0.5940594059405940594059405941"
"2018-04-30T00:00:00.000","Santa Fe","NM","Passenger","0","1","1","39","40","2.500"
"2019-02-28T00:00:00.000","Kittitas","WA","Passenger","77","37","114","30190","30304","0.3761879619852164730728616684"
"2018-09-30T00:00:00.000","Miami-Dade","FL","Passenger","0","1","1","109","110","0.9090909090909090909090909091"
"2019-02-28T00:00:00.000","Klamath","OR","Passenger","1","0","1","25","26","3.846153846153846153846153846"
"2018-09-30T00:00:00.000","Island","WA","Passenger","241","217","458","64033","64491","0.7101766137910716223969236017"
"2019-02-28T00:00:00.000","Clark","NV","Passenger","2","1","3","664","667","0.4497751124437781109445277361"
"2019-02-28T00:00:00.000","Maricopa","AZ","Passenger","5","2","7","1351","1358","0.5154639175257731958762886598"
"2019-02-28T00:00:00.000","Marion","IN","Passenger","1","0","1","113","114","0.8771929824561403508771929825"
"2018-05-31T00:00:00.000","Columbia","WA","Passenger","2","1","3","2463","2466","0.1216545012165450121654501217"
"2018-09-30T00:00:00.000","King","WA","Truck","8","1","9","187846","187855","0.004790929174097042932048654547"
"2019-02-28T00:00:00.000","Columbia","WA","Truck","0","0","0","1597","1597","0"
"2019-02-28T00:00:00.000","Maui","HI","Passenger","1","0","1","49","50","2.00"
"2018-09-30T00:00:00.000","Kitsap","WA","Truck","1","0","1","54943","54944","0.001820034944670937682003494467"
"2018-12-31T00:00:00.000","Mason","WA","Passenger","130","112","242","47517","47759","0.5067107770263196465587637932"
"2018-09-30T00:00:00.000","Norfolk City","VA","Passenger","3","2","5","351","356","1.404494382022471910112359551"
"2018-04-30T00:00:00.000","Thurston","WA","Truck","0","0","0","55669","55669","0"
"2019-02-28T00:00:00.000","Dale","AL","Passenger","0","1","1","65","66","1.515151515151515151515151515"
"2018-09-30T00:00:00.000","Orange","CA","Passenger","3","1","4","567","571","0.7005253940455341506129597198"
"2019-02-28T00:00:00.000","Cochise","AZ","Passenger","0","1","1","123","124","0.8064516129032258064516129032"
"2018-12-31T00:00:00.000","Miami-Dade","FL","Passenger","0","1","1","111","112","0.8928571428571428571428571429"
"2018-04-30T00:00:00.000","Tulsa","OK","Passenger","0","1","1","43","44","2.272727272727272727272727273"
"2019-02-28T00:00:00.000","Muscogee","GA","Passenger","0","1","1","191","192","0.5208333333333333333333333333"
"2019-02-28T00:00:00.000","Deschutes","OR","Passenger","2","0","2","144","146","1.369863013698630136986301370"
"2018-12-31T00:00:00.000","Montgomery","AL","Passenger","0","1","1","45","46","2.173913043478260869565217391"
"2018-04-30T00:00:00.000","Utah","UT","Passenger","0","1","1","132","133","0.7518796992481203007518796992"
"2019-02-28T00:00:00.000","New Castle","DE","Passenger","1","0","1","23","24","4.166666666666666666666666667"
"2018-12-31T00:00:00.000","Moore","NC","Passenger","0","1","1","198","199","0.5025125628140703517587939698"
"2019-02-28T00:00:00.000","Norfolk City","VA","Passenger","3","2","5","361","366","1.366120218579234972677595628"
"2019-02-28T00:00:00.000","Douglas","OR","Passenger","1","0","1","49","50","2.00"
"2018-05-31T00:00:00.000","Douglas","OR","Passenger","1","0","1","52","53","1.886792452830188679245283019"
"2018-09-30T00:00:00.000","Lewis","WA","Truck","0","0","0","26428","26428","0"
"2019-02-28T00:00:00.000","Dekalb","GA","Passenger","1","0","1","75","76","1.315789473684210526315789474"
"2018-05-31T00:00:00.000","Dupage","IL","Passenger","1","0","1","62","63","1.587301587301587301587301587"
"2018-09-30T00:00:00.000","Lincoln","WA","Truck","0","0","0","4737","4737","0"
"2018-09-30T00:00:00.000","Pend Oreille","WA","Passenger","6","5","11","9937","9948","0.1105749899477281865701648573"
"2019-02-28T00:00:00.000","El Paso","CO","Passenger","2","2","4","744","748","0.5347593582887700534759358289"
"2019-02-28T00:00:00.000","Pacific","WA","Passenger","34","28","62","16145","16207","0.3825507496760658974517183933"
"2019-02-28T00:00:00.000","Pend Oreille","WA","Truck","0","0","0","5998","5998","0"
"2018-12-31T00:00:00.000","Pend Oreille","WA","Passenger","6","5","11","9880","9891","0.1112122131230411485188555252"
"2019-02-28T00:00:00.000","Hennepin","MN","Passenger","2","0","2","100","102","1.960784313725490196078431373"
"2018-09-30T00:00:00.000","Manatee","FL","Passenger","1","0","1","33","34","2.941176470588235294117647059"
"2018-04-30T00:00:00.000","Yakima","WA","Passenger","75","91","166","167944","168110","0.09874486943072987924573196122"
"2019-02-28T00:00:00.000","Frederick","MD","Passenger","1","1","2","86","88","2.272727272727272727272727273"
"2018-09-30T00:00:00.000","Marion","OR","Passenger","1","0","1","107","108","0.9259259259259259259259259259"
"2018-05-31T00:00:00.000","NULL","CA","Passenger","1","1","2","308","310","0.6451612903225806451612903226"
"2019-02-28T00:00:00.000","Jefferson","WA","Truck","0","0","0","9857","9857","0"
"2018-05-31T00:00:00.000","NULL","WA","Truck","0","0","0","3","3","0"
"2018-05-31T00:00:00.000","Guilford","NC","Passenger","1","0","1","29","30","3.333333333333333333333333333"
"2019-02-28T00:00:00.000","San Diego","CA","Passenger","6","4","10","2679","2689","0.3718854592785422089996281145"
"2018-09-30T00:00:00.000","Santa Rosa","FL","Passenger","1","0","1","84","85","1.176470588235294117647058824"
"2018-09-30T00:00:00.000","Montgomery","PA","Passenger","2","0","2","25","27","7.407407407407407407407407407"
"2018-05-31T00:00:00.000","Gwinnett","GA","Passenger","0","1","1","83","84","1.190476190476190476190476190"
"2019-02-28T00:00:00.000","San Juan","WA","Truck","0","0","0","5993","5993","0"
"2019-02-28T00:00:00.000","Hidalgo","TX","Passenger","0","1","1","90","91","1.098901098901098901098901099"
"2018-05-31T00:00:00.000","Allegheny","PA","Passenger","1","0","1","70","71","1.408450704225352112676056338"
"2018-12-31T00:00:00.000","Santa Fe","NM","Passenger","0","1","1","37","38","2.631578947368421052631578947"
"2019-02-28T00:00:00.000","Shelby","TN","Passenger","0","1","1","102","103","0.9708737864077669902912621359"
"2018-09-30T00:00:00.000","Nassau","NY","Passenger","2","0","2","33","35","5.714285714285714285714285714"
"2019-02-28T00:00:00.000","Skagit","WA","Passenger","312","202","514","93119","93633","0.5489517584612262770604380934"
"2019-02-28T00:00:00.000","Jackson","OK","Passenger","1","0","1","41","42","2.380952380952380952380952381"
"2019-02-28T00:00:00.000","Jefferson","WA","Passenger","191","122","313","25307","25620","1.221701795472287275565964091"
"2018-05-31T00:00:00.000","Beaufort","SC","Passenger","1","0","1","35","36","2.777777777777777777777777778"
"2018-09-30T00:00:00.000","Okanogan","WA","Truck","0","0","0","4287","4287","0"
"2019-02-28T00:00:00.000","Virginia Beach City","VA","Passenger","0","1","1","680","681","0.1468428781204111600587371512"
"2019-02-28T00:00:00.000","Kent","DE","Passenger","0","1","1","73","74","1.351351351351351351351351351"
"2018-12-31T00:00:00.000","Stevens","WA","Passenger","18","30","48","32702","32750","0.1465648854961832061068702290"
"2019-02-28T00:00:00.000","Kittitas","WA","Truck","0","0","0","14776","14776","0"
"2019-02-28T00:00:00.000","Wahkiakum","WA","Truck","0","0","0","1773","1773","0"
"2018-09-30T00:00:00.000","Pierce","WA","Truck","0","0","0","142700","142700","0"
"2018-12-31T00:00:00.000","Tuolumne","CA","Passenger","0","1","1","12","13","7.692307692307692307692307692"
"2019-02-28T00:00:00.000","Kootenai","ID","Passenger","1","1","2","191","193","1.036269430051813471502590674"
"2018-05-31T00:00:00.000","Benton","WA","Truck","0","0","0","42313","42313","0"
"2019-02-28T00:00:00.000","Washtenaw","MI","Passenger","1","0","1","31","32","3.12500"
"2018-05-31T00:00:00.000","Jefferson","WA","Truck","0","0","0","9815","9815","0"
"2019-02-28T00:00:00.000","Manassas City","VA","Passenger","0","1","1","9","10","10.0"
"2018-05-31T00:00:00.000","Juneau","AK","Passenger","0","1","1","41","42","2.380952380952380952380952381"
"2019-03-31T00:00:00.000","Adams","WA","Passenger","4","6","10","13038","13048","0.07664009809932556713672593501"
"2018-12-31T00:00:00.000","Yakima","WA","Truck","0","0","0","61279","61279","0"
"2018-05-31T00:00:00.000","Camden","GA","Passenger","0","1","1","169","170","0.5882352941176470588235294118"
"2019-02-28T00:00:00.000","Liberty","GA","Passenger","1","0","1","148","149","0.6711409395973154362416107383"
"2019-02-28T00:00:00.000","Montgomery","MD","Passenger","1","3","4","280","284","1.408450704225352112676056338"
"2019-02-28T00:00:00.000","Multnomah","OR","Passenger","4","5","9","744","753","1.195219123505976095617529880"
"2018-09-30T00:00:00.000","Saint Marys","MD","Passenger","1","0","1","207","208","0.4807692307692307692307692308"
"2018-09-30T00:00:00.000","Santa Clara","CA","Passenger","8","0","8","365","373","2.144772117962466487935656836"
"2019-02-28T00:00:00.000","Los Angeles","CA","Passenger","7","4","11","1067","1078","1.020408163265306122448979592"
"2018-10-31T00:00:00.000","Allegheny","PA","Passenger","1","0","1","76","77","1.298701298701298701298701299"
"2019-02-28T00:00:00.000","Okanogan","NULL","Passenger","17","14","31","20563","20594","0.1505292803729241526658249976"
"2019-03-31T00:00:00.000","Calvert","MD","Passenger","0","1","1","93","94","1.063829787234042553191489362"
"2019-01-31T00:00:00.000","Beaufort","SC","Passenger","1","0","1","33","34","2.941176470588235294117647059"
"2018-05-31T00:00:00.000","Charles","MD","Passenger","0","1","1","85","86","1.162790697674418604651162791"
"2019-02-28T00:00:00.000","Okanogan","WA","Passenger","3","7","10","6244","6254","0.1598976654940837863767188999"
"2019-02-28T00:00:00.000","Oldham","KY","Passenger","0","1","1","4","5","20.0"
"2019-03-31T00:00:00.000","Clallam","WA","Passenger","165","136","301","51250","51551","0.5838878004306415006498419041"
"2019-01-31T00:00:00.000","Camden","GA","Passenger","0","1","1","162","163","0.6134969325153374233128834356"
"2019-03-31T00:00:00.000","Columbia","WA","Truck","0","0","0","1597","1597","0"
"2018-05-31T00:00:00.000","Clallam","WA","Truck","0","0","0","22013","22013","0"
"2019-02-28T00:00:00.000","Mason","WA","Passenger","134","121","255","47724","47979","0.5314825236040767835928218596"
"2019-03-31T00:00:00.000","Contra Costa","CA","Passenger","1","0","1","208","209","0.4784688995215311004784688995"
"2019-02-28T00:00:00.000","Pierce","WA","Passenger","1834","1530","3364","549725","553089","0.6082203768290455966399621037"
"2019-02-28T00:00:00.000","Mecklenburg","NC","Passenger","1","0","1","80","81","1.234567901234567901234567901"
"2019-03-31T00:00:00.000","Dakota","MN","Passenger","0","1","1","31","32","3.12500"
"2018-09-30T00:00:00.000","Tulsa","OK","Passenger","0","1","1","42","43","2.325581395348837209302325581"
"2018-05-31T00:00:00.000","Mason","WA","Truck","0","0","0","20587","20587","0"
"2019-01-31T00:00:00.000","Clark","WA","Passenger","1427","906","2333","317988","320321","0.7283318920707665123423066237"
"2019-02-28T00:00:00.000","Ramsey","MN","Passenger","1","0","1","37","38","2.631578947368421052631578947"
"2018-09-30T00:00:00.000","Walla Walla","WA","Passenger","37","50","87","36643","36730","0.2368635992376803702695344405"
"2018-10-31T00:00:00.000","Camden","GA","Passenger","0","1","1","159","160","0.62500"
"2019-02-28T00:00:00.000","Riverside","CA","Passenger","0","2","2","642","644","0.3105590062111801242236024845"
"2019-01-31T00:00:00.000","Columbia","WA","Passenger","2","2","4","2485","2489","0.1607071112896745680996384090"
"2019-03-31T00:00:00.000","Douglas","WA","Passenger","54","34","88","28512","28600","0.3076923076923076923076923077"
"2019-02-28T00:00:00.000","Saint Lucie","FL","Passenger","1","0","1","24","25","4.00"
"2019-03-31T00:00:00.000","Duval","FL","Passenger","1","1","2","371","373","0.5361930294906166219839142091"
"2018-09-30T00:00:00.000","Whitman","WA","Passenger","21","34","55","23166","23221","0.2368545712932259592610137376"
"2019-02-28T00:00:00.000","Ozaukee","WI","Passenger","0","1","1","3","4","25.00"
"2018-05-31T00:00:00.000","District Of Columbia","DC","Passenger","0","4","4","200","204","1.960784313725490196078431373"
"2019-02-28T00:00:00.000","Palm Beach","FL","Passenger","0","1","1","79","80","1.2500"
"2019-03-31T00:00:00.000","Flathead","MT","Passenger","1","0","1","51","52","1.923076923076923076923076923"
"2018-05-31T00:00:00.000","Montgomery","MD","Passenger","1","3","4","291","295","1.355932203389830508474576271"
"2019-02-28T00:00:00.000","Santa Cruz","CA","Passenger","1","0","1","37","38","2.631578947368421052631578947"
"2019-02-28T00:00:00.000","Pinal","AZ","Passenger","2","0","2","171","173","1.156069364161849710982658960"
"2019-01-31T00:00:00.000","Douglas","NE","Passenger","0","1","1","66","67","1.492537313432835820895522388"
"2019-03-31T00:00:00.000","Franklin","WA","Passenger","60","71","131","60683","60814","0.2154109251159272535929226823"
"2019-01-31T00:00:00.000","Douglas","OR","Passenger","1","0","1","48","49","2.040816326530612244897959184"
"2018-05-31T00:00:00.000","Muscogee","GA","Passenger","0","1","1","202","203","0.4926108374384236453201970443"
"2018-10-31T00:00:00.000","Ada","ID","Passenger","0","2","2","295","297","0.6734006734006734006734006734"
"2018-05-31T00:00:00.000","Fairfax City","VA","Passenger","1","0","1","9","10","10.0"
"2019-02-28T00:00:00.000","Skagit","WA","Truck","1","0","1","33284","33285","0.003004356316659155775875018777"
"2018-10-31T00:00:00.000","Columbia","WA","Passenger","2","2","4","2490","2494","0.1603849238171611868484362470"
"2018-10-31T00:00:00.000","Alameda","CA","Passenger","0","2","2","323","325","0.6153846153846153846153846154"
"2018-10-31T00:00:00.000","Albemarle","VA","Passenger","1","0","1","30","31","3.225806451612903225806451613"
"2018-05-31T00:00:00.000","Norfolk City","VA","Passenger","2","2","4","345","349","1.146131805157593123209169054"
"2019-02-28T00:00:00.000","Twin Falls","ID","Passenger","0","1","1","17","18","5.555555555555555555555555556"
"2018-10-31T00:00:00.000","Dekalb","GA","Passenger","1","0","1","74","75","1.333333333333333333333333333"
"2019-03-31T00:00:00.000","Howard","MD","Passenger","0","1","1","92","93","1.075268817204301075268817204"
"2018-05-31T00:00:00.000","Orange","CA","Passenger","3","1","4","583","587","0.6814310051107325383304940375"
"2019-01-31T00:00:00.000","Guadalupe","TX","Passenger","2","0","2","67","69","2.898550724637681159420289855"
"2019-03-31T00:00:00.000","Jefferson","CO","Passenger","0","2","2","60","62","3.225806451612903225806451613"
"2018-05-31T00:00:00.000","Glacier","MT","Passenger","0","1","1","4","5","20.0"
"2018-05-31T00:00:00.000","Pacific","WA","Passenger","27","20","47","15842","15889","0.2958021272578513436968972245"
"2018-10-31T00:00:00.000","Douglas","NE","Passenger","0","1","1","67","68","1.470588235294117647058823529"
"2018-10-31T00:00:00.000","Bexar","TX","Passenger","3","4","7","707","714","0.9803921568627450980392156863"
"2019-02-28T00:00:00.000","Volusia","FL","Passenger","0","1","1","32","33","3.030303030303030303030303030"
"2018-10-31T00:00:00.000","Douglas","OR","Passenger","1","0","1","46","47","2.127659574468085106382978723"
"2019-02-28T00:00:00.000","Snohomish","WA","Truck","1","0","1","125868","125869","0.0007944767973051347035409830856"
